token,pos,count
기준,NNG,14
물가,NNG,9
통화정책,NNG,9
대출,NNG,9
경제,NNG,9
전기비,NNG,9
전년동기비,NNG,9
제조업,NNG,7
지속,NNG,7
지수,NNG,7
생산,NNG,6
상승,NNG,6
금리,NNG,6
성장률,NNG,6
인플레이션율,NNG,5
소비자,NNG,5
제외,NNG,5
기대,NNG,5
분기,NNG,5
유지,NNG,5
GDP,NNG,5
수준,NNG,5
경기,NNG,4
가계,NNG,4
한국은행,NNG,4
투자,NNG,4
보인다,VV,4
상승률,NNG,4
정책,NNG,4
국내,NNG,4
완만,NNG,4
전망,NNG,4
지표,NNG,4
수치,NNG,4
수출,NNG,4
성장세,NNG,4
기간,NNG,4
방향,NNG,4
월평균,NNG,4
소매,NNG,4
세계,NNG,4
금융시장,NNG,3
미국,NNG,3
계절조정,NNG,3
회복세,NNG,3
포함,NNG,3
증가,NNG,3
브라질,NNG,3
근원,NNG,3
향후,MAG,3
증가세,NNG,3
확대,NNG,3
당분간,MAG,3
주요국,NNG,3
중반,NNG,3
판매,NNG,3
견실,NNG,3
기준금리,NNG,3
중국,NNG,3
석유,NNG,3
전기,NNG,3
수도권,NNG,3
대비,NNG,3
산업,NNG,3
취업자수,NNG,2
리스크,NNG,2
건설,NNG,2
회복,NNG,2
흐름,NNG,2
목표,NNG,2
국제,NNG,2
금융,NNG,2
국채,NNG,2
금융통화위원회,NNG,2
내년,NNG,2
실업률,NNG,2
관련,NNG,2
농산물,NNG,2
안정,NNG,2
여건,NNG,2
오름세,NNG,2
운용,NNG,2
움직임,NNG,2
원계,NNG,2
배경,NNG,2
기업,NNG,2
담보대출,NNG,2
주택가격,NNG,2
원달러환율,NNG,2
기말,NNG,2
PMI,NNG,2
이어지,VV,2
이후,NNG,2
bok,SL,2
인도네시아,NNG,2
설비,NNG,2
kr,SL,2
소비,NNG,2
국고채,NNG,2
기타,NNG,2
or,SL,2
농축수산물,NNG,2
식료품,NNG,2
변화,NNG,2
증감,NNG,2
일반인,NNG,2
자료,NNG,2
Tel,SL,2
지정학,NNG,2
둔화,NNG,2
정상화,NNG,2
주가,NNG,2
실물,NNG,2
bp,SL,1
http,SL,1
mail,SL,1
mpdept,SL,1
www,SL,1
가격,NNG,1
주택매매가격,NNG,1
규모,NNG,1
최종호가,NNG,1
힘입,VV,1
BSI,SL,1
CDS,NNG,1
Fax,SL,1
주식담보대출,NNG,1
주요,NNG,1
주의깊,VA,1
주택,NNG,1
주택담보대출,NNG,1
주택시장,NNG,1
중기,NNG,1
중앙은행,NNG,1
증대,NNG,1
지난해,NNG,1
지역,NNG,1
지출,NNG,1
직임,NNG,1
차장,NNP,1
참고,NNG,1
참조,NNG,1
천명,NNG,1
체감,NNG,1
총괄팀,NNP,1
ISM,NNG,1
근접,NNG,1
금년,NNG,1
금융안정,NNG,1
기성액,NNG,1
기자간담회,NNG,1
기저효과,NNG,1
기조,NNG,1
김용민,NNP,1
나타났으나,VV,1
나타낼,VV,1
내수,NNG,1
VIX,SL,1
누계,NNG,1
다소,MAG,1
다음,NNG,1
달러인덱스,NNG,1
달러화,NNG,1
대구,NNP,1
대외,NNG,1
대전,NNP,1
대체로,MAG,1
대한,VV,1
독일,NNG,1
동향,NNG,1
등락,NNG,1
따른,VV,1
러시아,NNG,1
마이너스통장대출,NNG,1
면밀히,MAG,1
모기지론,NNG,1
모습,NNG,1
민간,NNG,1
바랍니다,VV,1
양호,NNG,1
업황,NNG,1
에너지,NNG,1
에너지제외지수,NNG,1
수록,NNG,1
여전히,MAG,1
영향,NNG,1
예금은행,NNG,1
예년,NNG,1
예상,NNG,1
수요측면,NNG,1
오피스텔,NNG,1
보였,VV,1
완화,NNG,1
요인,NNG,1
수익률,NNG,1
울산,NNP,1
성장,NNG,1
설비투자지수,NNG,1
선진국,NNG,1
서울,NNP,1
유로,NNG,1
유의,NNG,1
서비스업,NNG,1
은행,NNG,1
은행신탁,NNG,1
시계,NNG,1
시장,NNG,1
소폭,MAG,1
인천,NNP,1
인터넷,NNG,1
서비스,NNG,1
인하,NNG,1
일반,NNG,1
신용,NNG,1
일부,NNG,1
일평균,NNG,1
신용한,NNP,1
잠재,NNG,1
장기,NNG,1
재정,NNG,1
적금,NNG,1
상회,NNG,1
전기료,NNG,1
상황,NNG,1
상하이종합지수,NNG,1
상업,NNG,1
전망치,NNG,1
전반,NNG,1
전세계,NNG,1
전월,NNG,1
산업활동,NNG,1
점검,NNG,1
점차,MAG,1
정부,NNG,1
정부정책,NNG,1
신흥시장국,NNG,1
상승세,NNG,1
상가,NNG,1
살펴볼,VV,1
제품,NNG,1
조원,NNG,1
종별,NNG,1
속도,NNG,1
가격변수,NNG,1
보이,VV,1
가다,NNG,1
가스,NNG,1
가운데,NNG,1
개선,NNG,1
개선세,NNG,1
KOSPI,NNG,1
보도자료,NNG,1
결정,NNG,1
결정시,NNG,1
변동성,NNG,1
